text;category;label
Szpinak liściasty ;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Knorr Danie Puree Klopsiki z cebulką 53 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Danone - Serek Danio waniliowy 4x140g;Pozostałe produkty mleczne;01.1.4.6
Jogurt Fantasia kremowy kulki czekoladowe ;Jogurt;01.1.4.4
Vifon Pieczony Zupa błyskawiczna 70 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Gumy do żucia Airvaves cassis 25 drażetek ;Wyroby cukiernicze;01.1.8.4
Serek na turek nasz mleczny ze szczypiorkiem ;Sery i twarogi;01.1.4.5
Natco - Madras Curry;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Ozory;Podroby i przetwory podrobowe;01.1.2.6
wątrobianka ekologiczna;Podroby i przetwory podrobowe;01.1.2.6
Dr. Oetker Feliciana Classica Pizza Salame e Chorizo 320 g;Pizza i inne półprodukty mączne;01.1.1.5
Tesco Ziemniaki na puree 1,5 kg;Ziemniaki;01.1.7.4
Cruga Biltong - Original marynowana liga wołowa, naturalnie suszon...Â plastrach;Wędliny;01.1.2.7
Szynka od Szwagra Krakus-vac ;Wędliny;01.1.2.7
Tesco Assam Herbata czarna liściasta 80 g;Herbata;01.2.1.2
Proste Historie Rurki w sosie z wędzonym boczkiem 450 g;Gotowe dania;01.1.9.4
Helcom - Naturalnie mąka kokosowa, bezglutenowa;Owoce suszone i orzechy;01.1.6.3
kaszanka z wątróbką jak dawniej 500g;Podroby i przetwory podrobowe;01.1.2.6
Basilur - Specialty Classics Earl Grey herbata liściasta;Herbata;01.2.1.2
Baziółka Mięta 30 g suszona;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Ahmad Tea English Tea No. 1 Herbata czarna 200 g (100 torebek z zawieszką);Herbata;01.2.1.2
Knorr Tagliatelle z kurczakiem 39 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Otręby owsiane ;Płatki śniadaniowe;01.1.1.7
Żelatyna Cykoria ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Zott Monte Drink Napój mleczny 200 ml;Pozostałe produkty mleczne;01.1.4.6
Big-Active Zioła Mnicha Na pracę jelit Suplement diety Herbatka ziołowa 40 g (20 torebek);Herbata;01.2.1.2
Stek z rostbefu Black Angus 500g - wołowina USA;Mięso wołowe i cielęce;01.1.2.1
Marchew (1kg paczka) ;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Jacobs - Kronung Kawa ziarnista 1kg;Kawa;01.2.1.1
Oerlemans Wiśnia 2,5kg;Owoce mrożone;01.1.6.2
Ogon wieprzowy;Mięso wieprzowe;01.1.2.2
Piotr i paweł - fasola czerwona konserwowa jednolita ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Uncle Ben's - PIkantny sos chilli z kruchymi warzywami;Sosy, przyprawy;01.1.9.1
Taheebo - Przyprawy z duszą kumin rzymski;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Łopatka wieprzowa SOKOŁÓW na kg;Mięso wieprzowe;01.1.2.2
IMPORT Gruszki ekologiczne [na wagę] (500g) - BIO (i);Owoce świeże lub chłodzone;01.1.6.1
Serek wiejski Mlekovita Polski;Sery i twarogi;01.1.4.5
Surówka Piotr i Paweł Firmowa z czerwonej kapusty z jabłkiem ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Vifon Curry Zupa błyskawiczna 70 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
PERU (10/12) - KAKAO;Kakao i czekolada w proszku;01.2.1.3
Surówka Piotr i Paweł Buraczek z delikatną cebulką ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Mąka Puszysta Krupczatka ;Mąka i pozostałe zboża;01.1.1.2
PITAHAJA SMOCZY OWOC;Owoce świeże lub chłodzone;01.1.6.1
Wątróbka wieprzowa;Podroby i przetwory podrobowe;01.1.2.6
MROŻONY KARP STEK;Ryby mrożone;01.1.3.2
Nestle Chocapic Płatki śniadaniowe 250 g;Płatki śniadaniowe;01.1.1.7
Tymbark Sok 100% pomarańcza 300 ml;Soki owocowe i warzywne;01.2.2.3
Winiary Bulion cielęcy 60 g (6 sztuk);Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Carte D'Or - Sea Salted Carmel lody o smaku solonego karmelu z ...Â sosem toffi;Lody;01.1.8.5
Chaber - Pieczywo maca z pomidorami i bazylią;Pozostałe wyroby piekarskie;01.1.1.4
Jabłko Red Prince , karton 5kg;Owoce świeże lub chłodzone;01.1.6.1
Filet śledziowy po sudecku ;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Lipton Royal Ceylon Herbata czarna 200 g (100 torebek);Herbata;01.2.1.2
Mlekovita Mleko w proszku pełne 400 g;Mleko zagęszczone i w proszku;01.1.4.3
Tchibo - Kawa rozpuszczalna Black and White 200 g;Kawa;01.2.1.1
koperek lokalny rolnik;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Ananas kawałki 565g ;Przetwory owocowe;01.1.6.4
Tesco Polskie Wędliny Szynka z wędzarni;Wędliny;01.1.2.7
Spichlerz Rusiecki Pasztet wykwintny z drobiem 200 g;Pozostałe przetwory mięsne;01.1.2.8
Ser feta organic ;Sery i twarogi;01.1.4.5
IMPORT Kiwi gold ekologiczne [1szt.] - BIO (i);Owoce świeże lub chłodzone;01.1.6.1
Mleko Zagęszczone Słodzone Delnorte Odtłuszczony (450 g);Mleko zagęszczone i w proszku;01.1.4.3
Knorr Spaghetti Bolognese 43 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Oliwki La Pedriza zielone z papryka;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Seko - Sałatka warzywna z jajkiem;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Krakus Szynka Premium 300 g;Pozostałe przetwory mięsne;01.1.2.8
Melvit - Ryż parboiled w torebkach;Ryż;01.1.1.1
Płatki Jęczmienne Bio Piotr i Paweł;Płatki śniadaniowe;01.1.1.7
Bonduelle Kukurydza Złocista z czerwoną fasolą 340 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Pieprz Kamis biały mielony ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Kakao alkalizowane 20-22%;Kakao i czekolada w proszku;01.2.1.3
Herbatka saga owocowa malina ;Herbata;01.2.1.2
Sterzing Vipiteno - Jogurt BIO Vipiteno mango wanilia;Jogurt;01.1.4.4
HiPP - Chrupiące gwiadzki warzywne 1-3 lata;Żywność dla dzieci;01.1.9.3
Knorr Rosół szlachetny drobiowo-wołowy 60 g (6 kostek);Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Łosoś Norweski kawałki mrożony;Ryby mrożone;01.1.3.2
Kawa Lavazza Qualita Oro naturalna mielona;Kawa;01.2.1.1
Szynka wieprzowa surowa;Mięso wieprzowe;01.1.2.2
Pulpety Moja Kuchnia w sosie pomidorowym 500g;Pozostałe przetwory mięsne;01.1.2.8
Bakalland Śliwki całe owoce 100 g;Owoce suszone i orzechy;01.1.6.3
Napój Alpro Rice ryżowy o smaku waniliowym z wapniem i witaminami ;Pozostałe produkty mleczne;01.1.4.6
Makaron klasyczny spaghetti ;Makarony i produkty makaronowe;01.1.1.6
Spody do pizzy ;Pizza i inne półprodukty mączne;01.1.1.5
Global Trade Coffee - Kawa Supremo ziarnista;Kawa;01.2.1.1
Góralki nugatowe Wafelki z kremowym nadzieniem w polewie kakaowej 50 g;Pozostałe wyroby piekarskie;01.1.1.4
Bonduelle - Fasola czerwona na parze;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Sok Vitaminka 100% marchew, jabłko, brzoskwinia;Soki owocowe i warzywne;01.2.2.3
Kupiec - Ryż risotto arborio, w torebkach;Ryż;01.1.1.1
MyFood - Raki mrożone, całe, gotowane;Owoce morza mrożone;01.1.3.4
Borges First Harvest Extra Virgin Oliwa z oliwek z pierwszego tłoczenia 500 ml;Oliwa z oliwek;01.1.5.3
Śliwka suszona moreso ;Owoce suszone i orzechy;01.1.6.3
Woda Muszyna Cechini średnionasycona co2 ;Wody mineralne lub źródlane;01.2.2.1
Algida Big Milk Bakalia Lody 1000 ml;Lody;01.1.8.5
Pudliszki Sos do ryżu słodko-kwaśny pikantny 500 g;Sosy, przyprawy;01.1.9.1
Carte D'Or Gelateria Chocolate Brownie Lody 900 ml;Lody;01.1.8.5
POMELO CZERWONE 1SZT;Owoce świeże lub chłodzone;01.1.6.1
Tesco Cereals and Cocoa Ciastka zbożowe 300 g (6 x 50 g);Pozostałe wyroby piekarskie;01.1.1.4
Słoneczna tłocznia - Sok tłoczony gruszka-jabłko;Soki owocowe i warzywne;01.2.2.3
Malwa Herbata zielona z imbirem i cytryną 100 g;Herbata;01.2.1.2
Lody Grycan sorbet z mango;Lody;01.1.8.5
Piątnica-cebula mix obrana 4 szt ;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Maluta Jogurt typ bałkański 340 g;Jogurt;01.1.4.4
Żołądki drobiowe;Podroby i przetwory podrobowe;01.1.2.6
Fanta - Napój gazowany o smaku pomarańczowym.;Napoje orzeźwiające;01.2.2.2
Słodzik G&G 1200szt;Sztuczne substytuty cukru;01.1.8.6
Kiełbasa Krakowska Sucha ;Wędliny;01.1.2.7
E. Wedel WW Czekolada mleczna z wafelkami orzechowymi 245 g;Czekolada;01.1.8.3
Ciastka brownies ;Pozostałe wyroby piekarskie;01.1.1.4
Słonina wieprzowa bez skóry;Mięso wieprzowe;01.1.2.2
Nestle - Kangus płatki śniadaniowe;Płatki śniadaniowe;01.1.1.7
Vichy Catalan - Oryginalna woda mineralna Vichy Catalan. Najlepiej... schłodzona;Wody mineralne lub źródlane;01.2.2.1
Auchan - Ciasto francuskie na maśle;Pizza i inne półprodukty mączne;01.1.1.5
Gellwe - Bita śmietana śnieżka;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Jabłka Gala;Owoce świeże lub chłodzone;01.1.6.1
Udziec z sarny bez kości;Pozostałe mięsa;01.1.2.5
makrela patroszona 300g;Ryby świeże lub chłodzone;01.1.3.1
Tarczyński Kurczak gotowany premium;Wędliny;01.1.2.7
"Filety śledziowe lekko solone a""la matjas w oleju Piotr i Paweł";Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Chrupiace kotleciki z kurczaka Frosta;Pozostałe przetwory mięsne;01.1.2.8
Pomelo 1 szt.;Owoce świeże lub chłodzone;01.1.6.1
HiPP - Obiadek risotto z brokułami i królikiem;Żywność dla dzieci;01.1.9.3
Kiwi Kosz 1 Kg, Grecja;Owoce świeże lub chłodzone;01.1.6.1
Smakmak Flaki wołowe krojone 900 g;Podroby i przetwory podrobowe;01.1.2.6
Winiary - Pomysł na Zapiekankę ziemniaczaną z mięsem mielony...;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Zott Jogobella owoce leśne Jogurt 150 g;Jogurt;01.1.4.4
Ser Brie Naturalny President ;Sery i twarogi;01.1.4.5
7UP Napój gazowany 2 l;Napoje orzeźwiające;01.2.2.2
Lukier Dr.Oetker zielony;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Loyd - Herbatka owocowa ekspresowa o smaku jeżyny i jagod...;Herbata;01.2.1.2
Oatland Biscuit Co. Wafle kawowe 400 g;Pozostałe wyroby piekarskie;01.1.1.4
Kamis - Musztarda sarepska;Sosy, przyprawy;01.1.9.1
Łaciate Mleko UHT o smaku waniliowym 200 ml;Pozostałe produkty mleczne;01.1.4.6
Pataks - Sos Mild Curry;Sosy, przyprawy;01.1.9.1
Mlexer - Kasza bulgur;Mąka i pozostałe zboża;01.1.1.2
Mlekpol Mazurski Smak Twaróg tłusty 275 g;Sery i twarogi;01.1.4.5
Daktyle bez pestek bio ;Owoce suszone i orzechy;01.1.6.3
pstrąg tęczowy filet;Ryby świeże lub chłodzone;01.1.3.1
Boczek surowy bez kości ze świni złotnickiej;Mięso wieprzowe;01.1.2.2
Goat Farm Ser kozi w plastrach 100 g;Sery i twarogi;01.1.4.5
Bagietka miniÂ 110 g;Pieczywo;01.1.1.3
Bonduelle Czerwona fasola Kidney 400 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Podniesiony Kciuk - Mleko UHT 3,2%;Mleko świeże pełne;01.1.4.1
Sokołów Kabanosy francuskie Gold 120 g;Wędliny;01.1.2.7
Dania Babci Zosi - Kasza gryczana biała, z dynią, szpinakiem i słonec...;Mąka i pozostałe zboża;01.1.1.2
Benecol Tłuszcz do smarowania z dodatkiem stanoli roślinnych z oliwą z oliwek 225 g;Margaryna i inne tłuszcze roślinne;01.1.5.2
Ketchup premium łagodny ;Sosy, przyprawy;01.1.9.1
kurkuma świeża;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Wiśnie - zielny sad;Owoce świeże lub chłodzone;01.1.6.1
Mlekovita - Polska śmietana ukwaszona 18% tłuszczu bez laktozy;Pozostałe produkty mleczne;01.1.4.6
750 g SINGLE ORIGIN CAMEROON CHOCOLATE DRINK 33% COCOA VM-54619-V99 VAN HOUTEN czekolada w proszku - baza do napojów;Kakao i czekolada w proszku;01.2.1.3
Praliny Ferrero collection ;Wyroby cukiernicze;01.1.8.4
świezy sum filet kg;Ryby świeże lub chłodzone;01.1.3.1
Danone - Danio wanilia w saszetce;Pozostałe produkty mleczne;01.1.4.6
Vitax Inspirations Malina and Wiśnia Herbata ziołowo-owocowa 40 g (20 torebek);Herbata;01.2.1.2
Milka Egg 'n' Spoon Czekolada mleczna z nadzieniem mlecznym 136g 4 szt ;Wyroby cukiernicze;01.1.8.4
Danie Pudliszki pulpety w Sosie pomidorowym;Pozostałe przetwory mięsne;01.1.2.8
HiPP - Nektar śliwkowy-gruszkowy po 4 miesiącu;Soki owocowe i warzywne;01.2.2.3
Wiórki kokosowe bio - eureko ;Owoce suszone i orzechy;01.1.6.3
Boczek wieprzowy Krakus w puszce;Pozostałe przetwory mięsne;01.1.2.8
Tesco Filety śledziowe w oleju słonecznikowym 170 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Putka - Chleb Danuty;Pieczywo;01.1.1.3
Jovi Kefir owoce leśne 350 g;Pozostałe produkty mleczne;01.1.4.6
Ankor Pulpety w sosie pomidorowym 500 g;Pozostałe przetwory mięsne;01.1.2.8
Ser topiony szynka plastry ;Sery i twarogi;01.1.4.5
Mrożony czarny bez;Owoce mrożone;01.1.6.2
Morliny Kiełbasa śląska 735 g;Wędliny;01.1.2.7
Kawa Anatol zbożowa klasyczna ;Kawa;01.2.1.1
Kiełbasa krakowska od wolarka ;Wędliny;01.1.2.7
FRoSTA Makaron z kurczakiem po azjatycku 500 g;Makarony i produkty makaronowe;01.1.1.6
Lipton Herbata czarna aromatyzowana cytryna 34 g (20 torebek);Herbata;01.2.1.2
Lipton Ice Tea Green Napój niegazowany 330 ml;Napoje orzeźwiające;01.2.2.2
Masło ekologiczne ręcznie formowane ;Masło;01.1.5.1
Przodek z królika;Pozostałe mięsa;01.1.2.5
Ser Camembert Lekki President ;Sery i twarogi;01.1.4.5
pomidory koktajlowe pan warzywko;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Danone - Activia Jogurt naturalny;Jogurt;01.1.4.4
Danone ale Pitny Wiśnia wanilia Napój jogurtowy 290 g;Jogurt;01.1.4.4
Manhattan Classic Lody z serkiem twarogowym i lody pomarańczowe 180 ml;Lody;01.1.8.5
Biopolar mięso mielone wieprzowe mrożone BIO;Mięso wieprzowe;01.1.2.2
Gamiks Galaretka z kurczaka 180 g;Pozostałe przetwory mięsne;01.1.2.8
Don Gastronom - Oliwki - cocktail śródziemnomorski;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Sałata Masłowa Marta - zielona;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Rama Classic Margaryna 1 kg;Margaryna i inne tłuszcze roślinne;01.1.5.2
Ahmad Tea Earl Grey Herbata czarna 100 g;Herbata;01.2.1.2
Princessa - Longa kokosowa;Pozostałe wyroby piekarskie;01.1.1.4
Tesco Finest Pesto ze świeżej bazylii z oliwą z oliwek 190 g;Sosy, przyprawy;01.1.9.1
Van Houten Temptation czekolada do picia 1kg;Kakao i czekolada w proszku;01.2.1.3
Polskie Fermy - Jaja z chowu ekologicznego Bio;Jaja;01.1.4.7
Ser owczy niepasteryzowany. ;Sery i twarogi;01.1.4.5
Morele Kresto ;Owoce suszone i orzechy;01.1.6.3
Olej Basso z pestek winogron;Pozostałe oleje jadalne;01.1.5.4
Fresh Zupa pieczarkowa 450 g;Gotowe dania;01.1.9.4
Sława Kiełbaski śląskie 200 g;Wędliny;01.1.2.7
OSM Skierniewice Mozzarella kulki w zalewie 100 g;Sery i twarogi;01.1.4.5
Knorr - Ziele angielskie z Meksyku;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Pieczarki luz ;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Sałata strzępiasta zielona [1 szt];Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Red Bull Napój energetyczny 250 ml;Napoje orzeźwiające;01.2.2.2
Tesco Pistacje solone 150 g;Przetwory owocowe;01.1.6.4
Caffee Mazzini - Espresso Grande kawa mielona;Kawa;01.2.1.1
Winiary - Bulion warzywny kostka;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Auchan - Scamorza biała ser z mleka krowiego;Sery i twarogi;01.1.4.5
Rians - Jogurt owczy waniliowy;Jogurt;01.1.4.4
Ośmiorniczki mrożone;Owoce morza mrożone;01.1.3.4
DayUp - Yellow Puree jabłkowe z jogurt naturalny,banan,ana...;Pozostałe produkty mleczne;01.1.4.6
Cukierki werthers original soft caramels ;Wyroby cukiernicze;01.1.8.4
Rolnik Marchew z groszkiem 460 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
MROŻONY MORSZCZUK FILET;Ryby mrożone;01.1.3.2
Helcom - Mandarynki w lekkim syropie;Przetwory owocowe;01.1.6.4
Tesco Puree z boczkiem i cebulką Danie instant 58 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Gerber - Zupka rosołek drobiowo-wołowy po 5 miesiącu;Żywność dla dzieci;01.1.9.3
natka pietruszki;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Tarczyński Krakowska sucha z szynki Extra;Wędliny;01.1.2.7
La Pedriza - Kapary;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Sałatka hawajska Kuchnia Polki ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Drobimex - Polędwica z kurcząt bez glutenu;Wędliny;01.1.2.7
Zielona Budka Lody bakaliowe 1000 ml;Lody;01.1.8.5
MĂĽller MĂĽllermilch Napój mleczny o smaku czekoladowo-orzechowym 377 ml;Pozostałe produkty mleczne;01.1.4.6
Morliny - Salami Pepperoni plastry;Wędliny;01.1.2.7
Sokołów Premium Przysmak wieprzowy 500 g;Wędliny;01.1.2.7
Obiadek Bobovita warzywa z Delikatną rybą;Żywność dla dzieci;01.1.9.3
Apetina Serek Kremowy Pesto i Rukola ;Sery i twarogi;01.1.4.5
EKOWITAL Kakao w proszku (200g) - BIO;Kakao i czekolada w proszku;01.2.1.3
Półbagietka wieloziarnista 115 g;Pieczywo;01.1.1.3
Ketchup Develey mc donald's;Sosy, przyprawy;01.1.9.1
Crispy natural - Chipsy truskawkowe;Owoce suszone i orzechy;01.1.6.3
Mango duże 350 - 500 g 1 szt.;Owoce świeże lub chłodzone;01.1.6.1
Mlekovita Wypasione Mleko smak truskawka 200 ml;Pozostałe produkty mleczne;01.1.4.6
Napój funkcjonalny powe water's mango ;Napoje orzeźwiające;01.2.2.2
Danmis - mleko UHT kozie bez laktozy 2,5%;Mleko świeże niskotłuszczowe;01.1.4.2
Kaszanka ekologiczna BIO;Podroby i przetwory podrobowe;01.1.2.6
Tesco Pecorino Romano Twardy ser włoski 170 g;Sery i twarogi;01.1.4.5
Melissa Primo Gusto - Makaron kokardka;Makarony i produkty makaronowe;01.1.1.6
Łowicz Dżem brzoskwiniowy niskosłodzony 280 g;Dżemy, marmolady i miód;01.1.8.2
Comber z sarny z kością;Pozostałe mięsa;01.1.2.5
Maliny - koszyczek 125 g;Owoce świeże lub chłodzone;01.1.6.1
Prymat Kurkuma mielona 20 g;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Podniesiony Kciuk - Makaron kolanko;Makarony i produkty makaronowe;01.1.1.6
Lubella Makaron mini rurki 5 warzyw tubini 400 g;Makarony i produkty makaronowe;01.1.1.6
Mleko zagęszczone do kawy light 4% Gostyń 200g x5;Mleko zagęszczone i w proszku;01.1.4.3
Łaciate Mleko UHT 2,0% 1 l;Mleko świeże niskotłuszczowe;01.1.4.2
Papryka - Papryka bikolor bio;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
roszponka niemyta świeża bio;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
farsz wieprzowy;Pozostałe przetwory mięsne;01.1.2.8
Sokołów Kiełbasa śląska 550 g;Wędliny;01.1.2.7
Tesco Italian Style Quattro Formaggi Pizza 320 g;Pizza i inne półprodukty mączne;01.1.1.5
HiPP - Chrupiące kółeczka z parmezanem po 1 roku życia;Żywność dla dzieci;01.1.9.3
Amino Zupa błyskawiczna rosół pikantny z pieprzem i chilli 58 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Przyprawa kamis do kurczaka z kardamonem ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Roladka kozia twarogowa z papryką Goat Farm ;Sery i twarogi;01.1.4.5
koźlęcina - tusze i półtusze;Mięso baranie i kozie;01.1.2.3
Ryż Arborio ;Ryż;01.1.1.1
OPAKOWANIE ZBIORCZE (kg) - BATATY POMARAŃCZOWE ŚWIEŻE BIO (około 6 kg);Pozostałe warzywa bulwiaste i przetwory z warzyw bulwiastych;01.1.7.6
Bebiko - Mleko modyfikowane 3R z kleikiem ryżowym;Żywność dla dzieci;01.1.9.3
Kawa MK Cafe Premium Guatemala;Kawa;01.2.1.1
Porterhouse Black Angus USA;Mięso wołowe i cielęce;01.1.2.1
GRAAL Tuńczyk kawałki w sosie własnym 170 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Kotanyi - Młynek karmel i wanilia ze skórką pomarańczową;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Winiary Galaretka z pianką cytrynowy smak 72 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Łosoś norweski filet bez skóry extra;Ryby świeże lub chłodzone;01.1.3.1
podgrzybek;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
SuperFish - Łosoś norweski wędzony na zimno, plastry Bio;Ryby i owoce morza suszone, wędzone lub solone;01.1.3.5
Pepsi Bez Kalorii Napój gazowany 330 ml;Napoje orzeźwiające;01.2.2.2
Makaron Lubella 5 jajeczny krajanka ;Makarony i produkty makaronowe;01.1.1.6
Milko Jogurt stracciatella 330 ml;Jogurt;01.1.4.4
Guma Halls mandarin ;Wyroby cukiernicze;01.1.8.4
Kabanos wieprzowy Balcerzak ;Wędliny;01.1.2.7
Melvit Premium Trendy Lunch basmati fasolka papryka curry 320 g (4 x 80 g);Ryż;01.1.1.1
Przyprawa Kotanyi kminek cały ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Piątnica-czosnek obrany ;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Delecta Galaretka smak wiśniowy 75 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
