kod czteroznakowy;Nazwa;Synteza;Zadania;Uwagi
4419;Pracownicy obs³ugi biura gdzie indziej niesklasyfikowani;Ta grupa elementarna obejmuje pracowników obs³ugi biura niesklasyfikowanych w innych podgrupach grupy 4 Pracownicy biurowi. Grupa ta obejmuje na przyk³ad asystentów do spraw wydawniczych, pracowników biur og³oszeñ, asystentów w biurach prasowych.;"Zadania wykonywane przez pracowników obs³ugi biura gdzie indziej niesklasyfikowanych zazwyczaj obejmuj¹: wspó³dzia³anie z komórkami wydawnictwa i kooperantami oraz monitorowanie procesu wydawniczego ksi¹¿ek, publikacji prasowych i mediów elektronicznych; prezentowanie produktów wydawniczych na targach, wystawach, kongresach; organizowanie i koordynowanie procesu dystrybucji; przygotowywanie projektów umów wydawniczych o dzie³o: z autorami, t³umaczami tekstów oraz autorami ilustracji i zdjêæ; przyjmowanie zg³oszeñ klientów o umieszczenie w publikacjach prasowych reklamy lub og³oszenia, obliczanie ceny us³ugi i wystawianie rachunków; pomoc w przygotowaniu materia³ów reklamowych, katalogów i innych materia³ów przeznaczonych do publikacji; czytanie prasy i innych publikacji w celu znalezienia informacji interesuj¹cej pracowników danej instytucji lub klientów; wykonywanie innych zadañ pokrewnych.";
5111;Stewardzi;"Stewardzi dbaj¹ o komfort i bezpieczeñstwo pasa¿erów, serwuj¹ posi³ki i napoje
oraz œwiadcz¹ inne us³ugi pokrewne, zwykle na pok³adzie samolotu lub statku.";"Zadania wykonywane przez stewardów zazwyczaj obejmuj¹: witanie pasa¿erów wchodz¹cych na pok³ad samolotu lub statku, kontrolowanie biletów i kart pok³adowych, wskazywanie miejsc; og³aszanie, wyjaœnianie i prezentowanie przepisów bezpieczeñstwa i procedur awaryjnych, takich jak: u¿ycie masek tlenowych, pasów bezpieczeñstwa i kamizelek ratunkowych; przygotowywanie i serwowanie wczeœniej ugotowanych posi³ków i napojów; prowadzenie sprzeda¿y bezc³owej; dbanie o ogólne potrzeby i komfort pasa¿erów, udzielanie informacji,";
5112;Konduktorzy i pokrewni;Konduktorzy i pokrewni kontroluj¹ i wydaj¹ bilety oraz dbaj¹ o bezpieczeñstwo i komfort pasa¿erów poci¹gów, tramwajów, autobusów i innych publicznych œrodków komunikacji.;"Zadania wykonywane przez konduktorów i pokrewnych pracowników zazwyczaj obejmuj¹: kontrolowanie i wydawanie biletów lub sprawdzanie wa¿noœci poprzednio wydanych biletów; obs³ugê pasa¿erów podró¿uj¹cych wagonami specjalnymi, kuszetkami i sypialnymi; udzielanie pomocy w trakcie wchodzenia do pojazdu, znajdowania miejsca, umieszczania baga¿u, szczególnie w przypadku osób starszych, chorych lub niepe³nosprawnych; otwieranie i zamykanie drzwi dla pasa¿erów; sprawdzanie stanu pojazdu przed rozpoczêciem podró¿y; sygnalizowanie prowadz¹cemu pojazd potrzeby wstrzymania lub wznowienia podró¿y; reagowanie na proœby i skargi pasa¿erów, udzielanie informacji na temat trasy, przystanków i czasu trwania podró¿y lub mo¿liwoœci kontynuowania podró¿y innymi œrodkami transportu; nadzorowanie przestrzegania zasad bezpieczeñstwa; podejmowanie odpowiednich dzia³añ w razie zagro¿enia lub wypadku; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników";
5113;Przewodnicy turystyczni i piloci wycieczek;Przewodnicy turystyczni i piloci wycieczek towarzysz¹ osobom indywidualnym lub grupom w czasie wizyt i wycieczek turystycznych w miejscach zainteresowania, takich jak: miejsca o znaczeniu historycznym, zak³ady przemys³owe czy parki rozrywki. Opisuj¹ oni miejsca bêd¹ce przedmiotem zainteresowania i udzielaj¹ dodatkowych informacji.;"Zadania wykonywane przez przewodników turystycznych i pilotów wycieczek zazwyczaj obejmuj¹: towarzyszenie turystom i udzielanie informacji podczas rejsów i wycieczek krajoznawczych; towarzyszenie osobom odwiedzaj¹cym takie miejsca, jak muzea, wystawy, parki rozrywki, zak³ady przemys³owe; opisywanie i udzielanie informacji dotycz¹cych przedmiotów zainteresowania lub eksponatów";
5120;Kucharze;Kucharze planuj¹, przygotowuj¹ i gotuj¹ posi³ki w hotelach, restauracjach i innych lokalach gastronomicznych, na pok³adzie statków, w poci¹gach pasa¿erskich oraz w prywatnych gospodarstwach domowych.;"Zadania wykonywane przez kucharzy zazwyczaj obejmuj¹: planowanie posi³ków, przygotowywanie i gotowanie potraw; planowanie, nadzorowanie i koordynowanie pracy w kuchni; kontrolowanie jakoœci ¿ywnoœci; wa¿enie, mierzenie i mieszanie sk³adników zgodnie z przepisami lub w³asnym uznaniem; u¿ytkowanie urz¹dzeñ i sprzêtu kuchennego, regulowanie temperatury piekarników, rusztów, opiekaczy i innych sprzêtów s³u¿¹cych do gotowania; kontrolowanie i sprz¹tanie kuchni, wyposa¿enia kuchennego, miejsc przeznaczonych dla goœci, itp. w celu zapewnienia odpowiedniego poziomu bezpieczeñstwa i higieny; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
5131;Kelnerzy;Kelnerzy serwuj¹ posi³ki i napoje w lokalach gastronomicznych, klubach, instytucjach i sto³ówkach, na pok³adzie statków i w poci¹gach pasa¿erskich.;"Zadania wykonywane przez kelnerów zazwyczaj obejmuj¹: zastawianie sto³u czystymi obrusami, sztuæcami, naczyniami i szk³em; witanie klientów, przynoszenie menu i karty napojów; doradzanie klientom przy wyborze posi³ków i napojów; przyjmowanie zamówieñ na posi³ki i napoje oraz przekazywanie ich do kuchni lub do baru; serwowanie posi³ków i napojów klientom do sto³ów; sprz¹tanie sto³ów; wystawianie rachunków, przyjmowanie p³atnoœci, obs³ugiwanie urz¹dzeñ p³atniczych i kasy fiskalnej; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
5132;Barmani;Barmani przygotowuj¹, mieszaj¹ i serwuj¹ napoje alkoholowe i bezalkoholowe klientom przebywaj¹cym bezpoœrednio przy barze lub za poœrednictwem kelnerów.;"Zadania wykonywane przez barmanów zazwyczaj obejmuj¹: przyjmowanie zamówieñ na napoje od innych pracowników lub bezpoœrednio od klientów; przygotowanie i serwowanie w barze napojów alkoholowych lub bezalkoholowych; mieszanie sk³adników w celu przygotowania koktajli i innych napojów; obs³ugê urz¹dzenia do serwowania piwa z kegów, wymianê pustych kegów na nowe; serwowanie klientom przek¹sek i innych artyku³ów spo¿ywczych; przyjmowanie p³atnoœci za sprzedane produkty, obs³ugiwanie kasy fiskalnej i wydawanie paragonów; mycie brudnych szklanek i kieliszków i utrzymywanie baru w porz¹dku, w tym ekspresów do przygotowywania kawy i herbaty; pomoc w utrzymaniu odpowiedniego wyposa¿enia baru, ustawianie butelek i kieliszków; potwierdzanie pe³noletnioœci klientów poprzez sprawdzenie dowodu to¿samoœci przed serwowaniem alkoholu; podejmowanie kroków w celu ograniczenia problemów zwi¹zanych z nadmiernym piciem alkoholu; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
5141;Fryzjerzy;Fryzjerzy strzyg¹, stylizuj¹, farbuj¹, prostuj¹ lub onduluj¹ w³osy, gol¹ lub przystrzygaj¹ zarost oraz lecz¹ dolegliwoœci skóry g³owy oraz wykonuj¹ peruki.;"Zadania wykonywane przez fryzjerów zazwyczaj obejmuj¹: strzy¿enie, mycie, farbowanie, krêcenie w³osów i modelowanie fryzury; golenie i przystrzyganie brody lub w¹sów; leczenie dolegliwoœci skóry g³owy; udzielanie porad dotycz¹cych pielêgnacji w³osów, produktów kosmetycznych i fryzur; stylizowanie w³osów w formie dredów i warkoczy oraz przed³u¿anie w³osów; przygotowywanie i dopasowywanie peruk do oczekiwañ klientów oraz wykonywanie peruk do charakteryzacji aktorów; umawianie siê na spotkanie i przyjmowanie p³atnoœci; sprz¹tanie miejsca pracy i dezynfekowanie przyrz¹dów; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
5142;Kosmetyczki i pokrewni;Kosmetyczki i pokrewni pracownicy zajmuj¹ siê wykonywaniem zabiegów pielêgnacyjnych twarzy i cia³a, stosowaniem kosmetyków i wykonywaniem makija¿u oraz innymi zabiegami upiêkszaj¹cymi, a tak¿e zajmuj¹ siê charakteryzuj¹ aktorów lub doradzaj¹ klientom w zakresie stylu i kolorystyki;"Zadania wykonywane przez kosmetyczki i pokrewnych pracowników zazwyczaj obejmuj¹: oczyszczanie skóry twarzy i cia³a i stosowanie kremów, balsamów lub produktów pokrewnych; wykonywanie masa¿u twarzy i cia³a; wykonywanie makija¿u klientkom salonów piêknoœci lub aktorom i innym artystom; wykonywanie charakteryzacji aktorów; oczyszczanie, kszta³towanie i polerowanie paznokci u r¹k i stóp oraz leczenie drobnych dolegliwoœci stóp, takich jak: odciski, modzele i zdeformowania paznokci u stóp; obs³ugiwanie klientów bior¹cych k¹piel pielêgnacyjn¹ i wykonywanie podstawowego masa¿u; usuwanie zbêdnego ow³osienia cia³a za pomoc¹ wosku, depilacji lub innych sposobów; doradzaj¹ klientom w zakresie stylu i kolorystyki ubierania siê, makija¿u i fryzury; umawianie siê na spotkanie i przyjmowanie p³atnoœci; wykonywanie zabiegów z zachowaniem zasad higieny i bezpieczeñstwa pracy; mycie i wyja³awianie narzêdzi oraz konserwowanie aparatów zabiegowych; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
5151;Pracownicy obs³ugi technicznej biur, hoteli i innych obiektów;Pracownicy obs³ugi technicznej biur, hoteli i innych obiektów organizuj¹ i nadzoruj¹ prace zwi¹zane z utrzymaniem porz¹dku i czystoœci w pomieszczeniach hoteli, biur i innych obiektów oraz zajmuj¹ siê ich wyposa¿aniem w sprzêt, meble, poœciel, materia³y biurowe, œrodki czystoœci i inne niezbêdne materia³y.;"Zadania wykonywane przez pracowników obs³ugi technicznej biur, hoteli i innych obiektów zazwyczaj obejmuj¹: szkolenie, organizowanie i nadzorowanie pracy pracowników obs³ugi pokojowej i innego personelu sprz¹taj¹cego; organizowanie i nadzorowanie zakupów w celu zaopatrzenia hoteli, biur, statków i innych obiektów w sprzêt, meble, poœciel i podobne wyposa¿enie oraz w materia³y biurowe, œrodki czystoœci i inne niezbêdne materia³y; prowadzenie zaopatrzenia sto³ówek szkolnych i podobnych w artyku³y ¿ywnoœciowe i gospodarcze oraz kierowanie ¿ywieniem; nadzorowanie przechowywania i wydawanie materia³ów; czuwanie nad bezpieczeñstwem, stanem sanitarnym, estetyk¹ i prawid³owym wyposa¿eniem pokoi hotelowych; przygotowywanie lub nadzór nad przygotowaniem sal na konferencje; prowadzenie wewnêtrznej ewidencji maj¹tku, udzia³ w pracach komisji inwentaryzacyjnych i likwidacyjnych; wykonywanie innych zadañ pokrewnych.";
5152;Pracownicy us³ug domowych;Pracownicy us³ug domowych organizuj¹, nadzoruj¹ i wykonuj¹ prace zwi¹zane z utrzymaniem prywatnych gospodarstw domowych, w tym ma³ych podmiotów gospodarczych œwiadcz¹cych us³ugi hotelowe, gastronomiczne i agroturystyczne;"Zadania wykonywane przez pracowników us³ug domowych zazwyczaj obejmuj¹: nadzorowanie pracowników zatrudnionych w domach; kupowanie lub nadzorowanie zaopatrzenia; nadzorowanie przechowywania towarów i stanu zapasów; udzielanie pomocy w przypadkach drobnych urazów lub chorób w formie takich czynnoœci, jak: mierzenie temperatury, podawanie lekarstw, zak³adanie opatrunków; zamiatanie lub odkurzanie, mycie i polerowanie pod³ogi, mebli i elementów wyposa¿enia; œcielenie ³ó¿ek, czyszczenie ³azienek, wymianê rêczników, myd³a itp.; opiekê nad domowymi zwierzêtami i roœlinami, przyjmowanie goœci, odbieranie telefonów i przekazywanie wiadomoœci; przygotowywanie i gotowanie posi³ków, zastawanie i sprz¹tanie sto³ów oraz serwowanie posi³ków i napojów; sprz¹tanie kuchni i ogólna pomoc w pracach kuchennych, w tym w zmywaniu naczyñ; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
5153;Gospodarze budynków;Gospodarze budynków zajmuj¹ siê budynkami mieszkalnymi, hotelowymi, biurowymi, koœcio³ami oraz innymi obiektami wraz z przyleg³ymi terenami, utrzymuj¹c je w czystoœci i nale¿ytym stanie. Mog¹ oni nadzorowaæ pracê innych pracowników lub wykonawców w zale¿noœci od rozmiaru i charakteru budynku.;"Zadania wykonywane przez gospodarzy budynków zazwyczaj obejmuj¹: nadzorowanie pracowników sprz¹taj¹cych, pracowników gospodarczych i konserwatorów; wykonywanie lub uczestniczenie w pracach porz¹dkowych, prostych naprawach i utrzymaniu wnêtrza budynku w odpowiednim stanie; sprz¹tanie terenu wokó³ budynków; obs³ugê pieców i bojlerów w celu zapewnienia ogrzewania i gor¹cej wody; wp³ywanie na zachowanie lokatorów i goœci, np. w zakresie ha³aœliwego zachowania lub niew³aœciwego u¿ytkowania budynku; dostarczanie lokatorom i u¿ytkownikom budynków istotnych dla nich informacji lub zamieszczanie informacji na tablicach og³oszeñ; œwiadczenie drobnych us³ug dla nieobecnych lokatorów, takich jak odbieranie przesy³ek w ich imieniu lub odbieraniu telefonów i udzielaniu informacji; powiadamianie zarz¹dców lub w³aœcicieli budynków o niezbêdnych pracach remontowych; patrolowanie budynków i zapewnianie bezpieczeñstwa; wype³nianie formularzy rejestracyjnych i udostêpnianie lokatorom egzemplarzy przepisów obowi¹zuj¹cych w budynku; wykonywanie innych zadañ pokrewnych.";
5161;Astrolodzy, wró¿bici i pokrewni;Astrolodzy, wró¿bici i pokrewni badaj¹ wp³yw poszczególnych planet uk³adu s³onecznego i gwiazd sta³ych na œrodowisko ziemskie, opowiadaj¹ o wydarzeniach z przesz³oœci i przewiduj¹ przysz³e zdarzenia w ¿yciu osobistym, korzystaj¹c z metod astrologicznych, w oparciu o cechy charakterystyczne d³oni klienta,;"Zadania wykonywane przez astrologów, wró¿bitów i osoby praktykuj¹ce pokrewne techniki zazwyczaj obejmuj¹: studiowanie wp³ywu konstelacji gwiazd i innych zjawisk na ¿ycie ludzkie; sporz¹dzanie horoskopu urodzeniowego, stanowi¹cego psychofizyczny portret cz³owieka w celu samopoznania, okreœlenia pola mo¿liwoœci i ukierunkowania w ¿yciu; opracowywanie prognozy w zakresie wybranych spraw, problemów, predyspozycji i zdarzeñ odnosz¹cych siê do jednostki b¹dŸ ogó³u, danej chwili, roku lub wieku; przewidywanie przysz³ych zdarzeñ poprzez interpretacjê cech charakterystycznych d³oni lub uk³adu kart; okreœlanie charakteru i przeznaczenia cz³owieka poprzez interpretacjê liczb wynikaj¹cych z wa¿nych dla niego dat, imienia i innych danych; okreœlanie korzystnego czasu dla ró¿nych ludzkich wydarzeñ, takich jak: zawarcie ma³¿eñstwa, wyruszenie w podró¿, zawarcie transakcji, objêcie stanowiska; udzielanie porad dotycz¹cych zaginionych osób lub rzeczy; przestrzeganie i doradzanie w zakresie mo¿liwego rozwoju wydarzeñ; doradzanie klientom ró¿nych œrodków ostro¿noœci celem unikniêcia nieszczêœliwych przypadków, itp.";
5162;Osoby do towarzystwa;"Osoby do towarzystwa zapewniaj¹ pracodawcy towarzystwo i spe³niaj¹ jego ró¿ne
potrzeby osobiste.";"Zadania wykonywane przez osoby do towarzystwa zazwyczaj obejmuj¹: towarzyszenie pracodawcy w ró¿nych miejscach, czytanie, prowadzenie konwersacji i uczestniczenie w zajêciach sportowych; pomaganie w zapewnianiu rozrywki goœciom pracodawcy; utrzymywanie w dobrym stanie garderoby i innych przedmiotów osobistych pracodawcy; wykonywanie innych zadañ pokrewnych.";
5163;Pracownicy zak³adów pogrzebowych;Pracownicy zak³adów pogrzebowych zajmuj¹ siê organizacj¹ uroczystoœci pogrzebowych oraz wykonuj¹ ró¿ne zadania zwi¹zane z przygotowaniem cia³a zmar³ych do pogrzebu, kremacj¹ zw³ok i grzebaniem zmar³ych.;"Zadania wykonywane przez pracowników zak³adów pogrzebowych zazwyczaj obejmuj¹: organizowanie i prowadzanie uroczystoœci pogrzebowych, kremacji i pochówku; prowadzenie konsultacji z rodzin¹ lub organizatorem pogrzebu dotycz¹cych przygotowania nekrologu, wyboru trumny lub urny, zamawiania wieñców i wi¹zanek, ustalenia miejsca i daty ceremonii pogrzebu lub kremacji oraz innych spraw zwi¹zanych z pogrzebem; wykonywanie kosmetyki poœmiertnej, ubieranie cia³ zmar³ych i umieszczanie ich w trumnach; wykonywanie rekonstrukcji powypadkowej zniekszta³conych lub okaleczonych czêœci cia³a; balsamowanie cia³ zmar³ych w celu opóŸnienia lub wstrzymania procesu rozk³adu; zapewnienie zgodnoœci z wymogami sanitarnymi oraz";
5164;Opiekunowie zwierz¹t i pracownicy zajmuj¹cy siê zwierzêtami;"Opiekunowie zwierz¹t i pracownicy zajmuj¹cy siê zwierzêtami opiekuj¹ siê zwierzêtami w schroniskach, hotelach dla zwierz¹t, oœrodkach jeŸdzieckich i podobnych obiektach, cyrkach, ogrodach zoologicznych lub sklepach zoologicznych; karmi¹ zwierzêta i je pielêgnuj¹, zajmuj¹ siê tresur¹ zwierz¹t, trenowaniem koni wyœcigowych, wykonuj¹ zabiegi fizjoterapeutyczne i pielêgnacyjne; pomagaj¹ przy zabiegach lekarzom lub technikom weterynarii oraz pomagaj¹ w tworzeniu w³aœciwych relacji pomiêdzy zwierzêciem towarzysz¹cym i jego w³aœcicielem.";"Zadania wykonywane przez opiekunów zwierz¹t i pracowników zajmuj¹cych siê zwierzêtami zazwyczaj obejmuj¹: pielêgnowanie zwierz¹t, np. poprzez wykonywanie takich czynnoœci, jak mycie, czesanie, upinanie i przycinanie sierœci, obcinanie pazurów i czyszczenie uszu; karmienie zwierz¹t oraz czyszczenie, porz¹dkowanie i dezynfekowanie pomieszczeñ, w których s¹ trzymane; opiekê nad zwierzêtami domowymi podczas nieobecnoœci w³aœciciela, w domu w³aœciciela lub w domu opiekuna; opiekê nad porzuconymi zwierzêtami w schroniskach; opiekê nad zwierzêtami dzikimi w cyrkach, ogrodach zoologicznych i rezerwatach; tresowanie zwierz¹t w celu wykszta³cenia i podtrzymania ¿¹danego zachowania, umiejêtnoœci i nawyków, w kontekœcie konkursów, rozrywki, pos³uszeñstwa, bezpieczeñstwa, itp.; trenowanie koni wyœcigowych; wykonywanie zabiegów fizjoterapeutycznych, takich jak: masa¿, kinezyterapia, fizykoterapia w celu poprawy stanu zdrowia, kondycji i samopoczucia zwierz¹t towarzysz¹cych; gromadzenie i zapisywanie informacji o zwierzêtach, jak np.: wagi, rozmiaru, kondycji fizycznej oraz o wykonanych zabiegach, podanych lekach i pokarmie; prowadzenie lub przenoszenie zwierz¹t do sal zabiegowych oraz trzymanie ich podczas zabiegów; pomaganie w³aœcicielowi zwierzêcia towarzysz¹cego tworzyæ satysfakcjonuj¹c¹ dla obu stron relacjê pomiêdzy nim a zwierzêciem, usun¹æ lub zredukowaæ niepo¿¹dane, niepokoj¹ce zachowania zwierzêcia, na które skar¿y siê w³aœciciel; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
