id;nazwa;zadania;kod;zadania_en
4779;Sprzedaż detaliczna artykułów używanych;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami używanych książek,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami antyków,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami odzieży używanej,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami mebli używanych,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami używanego sprzętu użytku domowego,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami pozostałych artykułów używanych;47.79; retail sale of second-hand books.retail sale of antiques.retail sale of second-hand clothes.retail sale of second-hand furniture.retail sale of second-hand household appliances.retail sale of other second-hand goods. 
4782;Sprzedaż detaliczna części i akcesoriów do pojazdów silnikowych z wyłączeniem motocykli;sprzedaż za pośrednictwem straganów i targowisk detaliczną nowych i używanych części, wyposażenia i akcesoriów do pojazdów silnikowych.;47.82; retail sale of new and used parts, equipment and accessories for motor vehicles. 
4782;Sprzedaż detaliczna części i akcesoriów do pojazdów silnikowych z wyłączeniem motocykli;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet nowych i używanych części, wyposażenia i akcesoriów do pojazdów silnikowych;47.82; retail sale of new and used parts, equipment and accessories for motor vehicles. 
4782;Sprzedaż detaliczna części i akcesoriów do pojazdów silnikowych z wyłączeniem motocykli;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami nowych i używanych części, wyposażenia i akcesoriów do pojazdów silnikowych;47.82; retail sale of new and used parts, equipment and accessories for motor vehicles. 
4783;Sprzedaż detaliczna motocykli oraz części i akcesoriów do nich;sprzedaż detaliczna prowadzona na straganach i targowiskach nowych i używanych motocykli, w tym motorowerów, sprzedaż detaliczna prowadzona na straganach i targowiskach nowych i używanych części i akcesoriów do motocykli, sprzedaż detaliczna prowadzona na straganach i targowiskach akcesoriów dla motocyklistów, na przykład kasków i specjalnej odzieży.;47.83; retail sale of new and used motorcycles, including mopeds.retail sale of new and used parts and accessories for motorcycles.retail sale of equipment for motorcyclists, e.g. helmets and specific clothing. 
4783;Sprzedaż detaliczna motocykli oraz części i akcesoriów do nich;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet nowych i używanych motocykli, w tym motorowerów, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet nowych i używanych części i akcesoriów do motocykli, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet akcesoriów dla motocyklistów, na przykład kasków i specjalnej odzieży;47.83; retail sale of new and used motorcycles, including mopeds.retail sale of new and used parts and accessories for motorcycles.retail sale of equipment for motorcyclists, e.g. helmets and specific clothing. 
4783;Sprzedaż detaliczna motocykli oraz części i akcesoriów do nich;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami nowych i używanych motocykli, w tym motorowerów,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami nowych i używanych części i akcesoriów do motocykli,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami akcesoriów dla motocyklistów, na przykład kasków i specjalnej odzieży;47.83; retail sale of new and used motorcycles, including mopeds.retail sale of new and used parts and accessories for motorcycles.retail sale of equipment for motorcyclists, e.g. helmets and specific clothing. 
4791;Usługi pośrednictwa w zakresie sprzedaży detalicznej niewyspecjalizowanej;Usługi pośrednictwa w zakresie sprzedaży detalicznej niewyspecjalizowanej;47.91; intermediation service activities for non-specialised retail sale that facilitate transactions between buyers and sellers for the ordering and/or delivering of physical goods for a fee or commission, without supplying and taking ownership of the goods that are intermediated. These activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the buyers or sellers. Revenue for intermediation service activities for non-specialised retail sale can include other sources of income, e.g. revenues from sale of advertising space..  also:  activities of space rental, including staff, for second-hand goods
4791;Usługi pośrednictwa w zakresie sprzedaży detalicznej niewyspecjalizowanej;Usługi pośrednictwa w zakresie sprzedaży detalicznej niewyspecjalizowanej;47.91; intermediation service activities for non-specialised retail sale that facilitate transactions between buyers and sellers for the ordering and/or delivering of physical goods for a fee or commission, without supplying and taking ownership of the goods that are intermediated. These activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the buyers or sellers. Revenue for intermediation service activities for non-specialised retail sale can include other sources of income, e.g. revenues from sale of advertising space..  also:  activities of space rental, including staff, for second-hand goods
4791;Usługi pośrednictwa w zakresie sprzedaży detalicznej niewyspecjalizowanej;działalność detalicznych domów aukcyjnych;47.91; intermediation service activities for non-specialised retail sale that facilitate transactions between buyers and sellers for the ordering and/or delivering of physical goods for a fee or commission, without supplying and taking ownership of the goods that are intermediated. These activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the buyers or sellers. Revenue for intermediation service activities for non-specialised retail sale can include other sources of income, e.g. revenues from sale of advertising space..  also:  activities of space rental, including staff, for second-hand goods
4791;Usługi pośrednictwa w zakresie sprzedaży detalicznej niewyspecjalizowanej;Usługi pośrednictwa w zakresie sprzedaży detalicznej niewyspecjalizowanej;47.91; intermediation service activities for non-specialised retail sale that facilitate transactions between buyers and sellers for the ordering and/or delivering of physical goods for a fee or commission, without supplying and taking ownership of the goods that are intermediated. These activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the buyers or sellers. Revenue for intermediation service activities for non-specialised retail sale can include other sources of income, e.g. revenues from sale of advertising space..  also:  activities of space rental, including staff, for second-hand goods
4792;Usługi pośrednictwa w zakresie sprzedaży detalicznej wyspecjalizowanej;działalność detalicznych domów aukcyjnych;47.92; intermediation service activities for specialised retail sale that facilitate transactions between buyers and sellers for the ordering and/or delivering of physical goods for a fee or commission, without supplying and taking ownership of the goods that are intermediated. These activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the buyers or sellers. Revenue for intermediation service activities for specialised retail sale can include other sources of income, e.g. revenues from sale of advertising space.. 
4792;Usługi pośrednictwa w zakresie sprzedaży detalicznej wyspecjalizowanej;Usługi pośrednictwa w zakresie sprzedaży detalicznej wyspecjalizowanej;47.92; intermediation service activities for specialised retail sale that facilitate transactions between buyers and sellers for the ordering and/or delivering of physical goods for a fee or commission, without supplying and taking ownership of the goods that are intermediated. These activities can be carried out on digital platforms or through non-digital channels (face-to-face, including door-to-door, telephone, mail, etc.). The fee or commission can be received from either the buyers or sellers. Revenue for intermediation service activities for specialised retail sale can include other sources of income, e.g. revenues from sale of advertising space.. 
4911;Transport kolejowy pasażerski ciężki;przewozy kolejowe pasażerskie wykonywane na sieciach magistralnych, działalność wagonów sypialnych lub wagonów restauracyjnych wykonywana w ramach przedsiębiorstwa kolejowego, przewozy pasażerskie ciężką koleją w celach krajoznawczych.;49.11; rail transportation of passengers using railway rolling stock on mainline networks.operation of sleeping cars or dining cars as an integrated operation of railway companies.  also:  passenger heavy rail transport for sightseeing
4911;Transport kolejowy pasażerski ciężki;przewozy kolejowe pasażerskie wykonywane na sieciach magistralnych,;49.11; rail transportation of passengers using railway rolling stock on mainline networks.operation of sleeping cars or dining cars as an integrated operation of railway companies.  also:  passenger heavy rail transport for sightseeing
4912;Pozostały szynowy transport pasażerski;przewozy pasażerów metrem, koleją podziemną i nadziemną, koleją metropolitalną i tramwajem, przewozy pasażerów kolejką linowo-szynową, przewozy pasażerskie lekką koleją w celach krajoznawczych.;49.12; transport of passengers by metro, subway, underground and elevated railway, metropolitan railway and tramway.passenger transport by funicular railway. This class also includes:  passenger light rail transport for sightseeing
4912;Pozostały szynowy transport pasażerski;przewozy pasażerów metrem, koleją podziemną i nadziemną, koleją metropolitalną i tramwajem,;49.12; transport of passengers by metro, subway, underground and elevated railway, metropolitan railway and tramway.passenger transport by funicular railway. This class also includes:  passenger light rail transport for sightseeing
4920;Transport kolejowy towarów;Transport kolejowy towarów;49.20; freight transport on mainline rail networks as well as short line freight railroads. This class also includes:  freight transport by funiculars.traction services
4931;Transport drogowy pasażerski rozkładowy;miejskie lub podmiejskie przewozy pasażerskie realizowane środkami transportu lądowego, takimi jak: autobus, tramwaj, trolejbus, minibus, po ustalonych trasach w oparciu o rozkład jazdy, uwzględniający zabieranie pasażerów oraz ich wysadzanie na ustalonych przystankach, autobusowe przewozy szkolne i pracownicze, przewozy wycieczkowe i turystyczne realizowane środkami rozkładowego pasażerskiego transportu drogowego.;49.31; scheduled urban, suburban or long-distance road transport of passengers by e.g. motor bus, coach, trolley bus, minibus. The transport is following a fixed time schedule, entailing the picking up and setting down of passengers at normally fixed stops. This class also includes:  operation of school buses and buses for transport of employees.scheduled passenger transport by road for sightseeing
